Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Darkness at Noon,Arthur Koestler,"Pınar Kür, Daphne Hardy",9780553265958,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,"This was a book that was recommended to me after reading Fahrenheit 451, 1984 and Brave New World and while I didn't it was similar enough to be put in the same category it shares a lot of themes with those three books (mostly with 1984) that I think are worth noting. Specially the whole notion of ""official truth"" that has always fascinated me and it is further explored in this book. Even though I wish there was more secondary characters (although solitude is central to this book) and wanted a main character that I could ""root for"" I enjoyed it very much and recommend it.","",,"",No
Still I Rise,Maya Angelou,"Diego Rivera (Illustrator), Linda Sunshine",9780375505966,hardcover,read,2015/10/17,"","",1,"",,,,,,,5.0,,"",,"",No
The Soul of an Octopus: A Surprising Exploration Into the Wonder of Consciousness,Sy Montgomery,"",9781451697711,hardcover,to-read,2025/08/15,"","",0,"",,,,,,,,,"",,"",No
The Electric Kool-Aid Acid Test,Tom Wolfe,"",9780553380644,paperback,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
Mastermind: How to Think Like Sherlock Holmes,Maria Konnikova,"",9780670026579,hardcover,to-read,2019/08/06,"","",0,"",,,,,,,,,"",,"",No
Brave New World,Aldous Huxley,"",9780060929879,paperback,read,2015/10/08,"","",1,"",,,,,,,5.0,,"",,"",No
Words of Radiance,Brandon Sanderson,"",9780765326362,hardcover,read,2022/10/02,2023/07/22,2023/07/22,1,"",,,,,,,4.0,,"",,"",No
Into the Water,Paula Hawkins,"",9780735211209,hardcover,to-read,2017/12/06,"","",0,"",,,,,,,,,"",,"",No
In These Hallowed Halls: A Dark Academia Anthology,Marie O'Regan,"Kelly Andrew, Tori Bovalino, Layne Fargo, James Tate Hill, Phoebe Wynne, Paul Kane, J.T. Ellison, Olivie Blake, M.L. Rio, Helen Grant, Susie Yang, David Bell, Kate Weinberg","",digital,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
Nutshell,Ian McEwan,"",9780345812407,hardcover,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
Be Cool,Elmore Leonard,"",9780141020488,paperback,read,2019/12/14,2020/01/28,2020/01/28,1,"",,,,,,,4.0,,"",,"",No
Of Love and Shadows,Isabel Allende,Margaret Sayers Peden,9780553383836,paperback,read,2015/10/07,2019/07/23,2019/07/23-2019/07/23,1,"",,,,,,,4.0,,"",,"",No
The Hound of the Baskervilles,Arthur Conan Doyle,"",9781843441229,paperback,read,2019/01/16,2019/02/08,2019/02/08,1,"",,,,,,,4.0,,"",,"",No
Something in the Water,Catherine Steadman,"",9781524797188,hardcover,to-read,2018/10/31,"","",0,"",,,,,,,,,"",,"",No
Las muertas,Jorge Ibargüengoitia,"",9788490061787,paperback,read,2024/08/25,2025/03/16,2025/03/16,2,"",,,,,,,5.0,,"",,"",No
American Psycho,Bret Easton Ellis,"",9780679735779,paperback,read,2015/10/07,"","",1,"",,,,,,,3.0,,"",,"",No
The Best of Simple: Stories,Langston Hughes,"",9780374521332,paperback,to-read,2020/06/02,"","",0,"",,,,,,,,,"",,"",No
Small Gods,Terry Pratchett,"",9780552152976,paperback,read,2023/12/09,2024/02/14,2024/02/14,1,"",,,,,,,4.0,,"",,"",No
Legado en los huesos,Dolores Redondo,"",9788423347452,paperback,to-read,2023/11/26,"","",0,"",,,,,,,,,"",,"",No
The Keeper of Lost Things,Ruth Hogan,"",9780062473530,hardcover,to-read,2017/12/06,"","",0,"",,,,,,,,,"",,"",No
Tales from Earthsea,Ursula K. Le Guin,"",9780441011247,paperback,read,2024/02/17,2024/04/01,2024/04/01,1,"",,,,,,,4.0,,"",,"",No
Ensayo sobre la lucidez,José Saramago,Pilar del Río Sánchez,9788466314749,paperback,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
The Turn of the Screw,Henry James,"",9780140620610,paperback,to-read,2021/03/17,"","",0,"",,,,,,,,,"",,"",No
The Rise and Fall of Ancient Egypt: The History of a Civilisation from 3000 BC to Cleopatra,Toby Wilkinson,"",9780747599494,hardcover,to-read,2024/03/19,"","",0,"",,,,,,,,,"",,"",No
Allegiant,Veronica Roth,"",9780007524273,hardcover,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
What Do We Need Men For?: A Modest Proposal,E. Jean Carroll,"",9781250215437,hardcover,to-read,2019/07/09,"","",0,"",,,,,,,,,"",,"",No
Travesuras de la niña mala,Mario Vargas Llosa,"",9789707704664,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
Las cosas que perdimos en el fuego,Mariana Enríquez,"",9788433998064,paperback,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
Girl at War,Sara Nović,"",9780812996340,hardcover,to-read,2016/05/27,"","",0,"",,,,,,,,,"",,"",No
False Witness,Karin Slaughter,"",9780062858092,hardcover,read,2022/10/02,2022/10/23,2022/10/23,1,"",,,,,,,4.0,,"",,"",No
Los peligros de fumar en la cama,Mariana Enríquez,"",9788433998248,paperback,to-read,2023/11/12,"","",0,"",,,,,,,,,"",,"",No
Animal,Lisa Taddeo,"","",digital,to-read,2019/12/07,"","",0,"",,,,,,,,,"",,"",No
The Reptile Room,Lemony Snicket,Tim Curry,9780807288689,audio,read,2017/05/18,2017/05/29,2017/05/29,1,"",,,,,,,,,"",,"",No
Desolación / Ternura / Tala / Lagar,Gabriela Mistral,"",9789700767604,paperback,read,2018/11/28,2019/01/25,2019/01/25,1,"",,,,,,,3.0,,"",,"",No
All the King's Men,Robert Penn Warren,"",9780156047623,paperback,to-read,2016/03/03,"","",0,"",,,,,,,,,"",,"",No
Seinfeldia: How a Show About Nothing Changed Everything,Jennifer Keishin Armstrong,"",9781476756103,hardcover,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
Jonathan Strange & Mr Norrell,Susanna Clarke,"Xavier Bot (Translator), Sandra van de Ven (Translator), Susan Swaan (Translator)",9789050005753,hardcover,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
"The History of Tom Jones, a Foundling",Henry Fielding,"",9780140436228,paperback,to-read,2021/02/28,"","",0,"",,,,,,,,,"",,"",No
Giovanni's Room,James Baldwin,"","",paperback,to-read,2019/12/20,"","",0,"",,,,,,,,,"",,"",No
We Are Never Meeting in Real Life.,Samantha Irby,"",9781101912195,paperback,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
The Silence of the Lambs,Thomas Harris,"",9781429957656,digital,read,2023/07/22,2023/07/22,2023/07/22,1,"",,,,,,,5.0,,"",,"",No
The Hatred of Poetry,Ben Lerner,"",9780865478206,paperback,read,2016/06/14,2016/07/15,2016/07/15,1,"",,,,,,,3.0,,"",,"",No
Boundless,R.A. Salvatore,"",9780062688637,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Crystal Shard,R.A. Salvatore,"",9780786942466,paperback,read,2021/02/09,2021/06/15,2021/06/15,1,"",,,,,,,4.0,,"",,"",No
The Girls,Emma Cline,"",9780812998603,hardcover,read,2016/12/08,2020/02/20,2020/02/20,1,"",,,,,,,4.0,,"",,"",No
This Side of Paradise,F. Scott Fitzgerald,"",9780684843780,paperback,read,2016/05/02,2016/05/09,2016/05/09,1,"",,,,,,,4.0,,"",,"",No
The Sound and the Fury,William Faulkner,"",,paperback,read,2016/06/14,2018/08/29,2018/08/29,1,"",,,,,,,4.0,,"",,"",No
A Case of Identity - a Sherlock Holmes Short Story,Arthur Conan Doyle,Edward Raleigh (Narrator),9780886467357,audio,read,2018/08/29,2018/01/01,2018/01/01,1,"",,,,,,,4.0,,"",,"",No
Big Sur,Jack Kerouac,"",9780140168129,paperback,read,2015/10/08,2016/03/11,2016/03/11,1,"",,,,,,,3.0,,"",,"",No
Save the Date,Monica Murphy,"Jack DuPont (Narrator), Ava Lucas (Narrator)",9781094083865,audio,to-read,2019/12/19,"","",0,"",,,,,,,,,"",,"",No
My 60 Memorable Games,Bobby Fischer,"",9780671214838,paperback,to-read,2021/05/17,"","",0,"",,,,,,,,,"",,"",No
A Little Life,Hanya Yanagihara,"",9780385539258,hardcover,read,2016/05/27,2016/09/30,2016/09/30,1,"",,,,,,,5.0,,"",,"",No
Muerte en el bosque,Amparo Dávila,"",9789681618544,paperback,to-read,2019/03/05,"","",0,"",,,,,,,,,"",,"",No
"South of the Border, West of the Sun",Haruki Murakami,Philip Gabriel (Translator),9780099448570,paperback,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
The Bookshop on the Shore,Jenny Colgan,"",9780062850188,paperback,to-read,2019/07/24,"","",0,"",,,,,,,,,"",,"",No
Post Office,Charles Bukowski,"",9780876850862,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
El Aleph,Jorge Luis Borges,"",9788420633114,paperback,read,2024/04/14,2024/06/04,2024/06/04,1,"",,,,,,,5.0,,"",,"",No
"The Return of Sherlock Holmes (Sherlock Holmes, #6)",Arthur Conan Doyle,"Richard Lancelyn Green, Owen Dudley Edwards, Angus Wilson",9780192123176,hardcover,read,2019/04/04,2019/04/16,2019/04/16,1,"",,,,,,,4.0,,"",,"",No
"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Amy Wallace, Ed Catmull","",9780812993011,hardcover,read,2016/04/11,2016/04/25,2016/04/25,1,"",,,,,,,5.0,,"",,"",No
If Beale Street Could Talk,James Baldwin,"",9780307275936,paperback,read,2019/12/20,2020/06/04,2020/06/04,1,"",,,,,,,4.0,,"",,"",No
Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"",9781501134616,hardcover,to-read,2025/09/14,"","",0,"",,,,,,,,,"",,"",No
Invisible Man,Ralph Ellison,"",9780140287578,paperback,read,2015/10/17,"","",1,"",,,,,,,4.0,,"",,"",No
The Collected Tales of Nikolai Gogol,Nikolai Gogol,"Richard Pevear (Translator), Larissa Volokhonsky (Translator)",9780375706158,paperback,to-read,2025/01/17,"","",0,"",,,,,,,,,"",,"",No
The Martian,Andy Weir,"",9780804139021,hardcover,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
A Farewell to Arms,Ernest Hemingway,"",9780099910107,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,"This was the first Hemingway book I read since The Old Man and the Sea, and I was sorta struggling with the first chapters. But as soon as Catherine Barkley comes in, it all changes.<br><br>This is clearly, the most personal of Hemingway books as it shows by the way he talks about Catherine. He pours on this book a lot of his experiences and desires. For example, he was left by a woman who he met at the War when he was very young and you can tell by the way the protagonist talks with Catherine how insecure Hemingway was about women. <br><br>And the final chapter, literally breathtaking.<br><br>","",,"",No
Wuthering Heights,Emily Brontë,"",9783734082306,paperback,read,2015/10/07,2016/01/01,2016/01/01,1,"",,,,,,,4.0,"Very affecting book. Still, I couldn't shake the naggy feeling that the timing of the deaths were a bit too convenient for the plot.","",,"",No
The Invention of Morel,Adolfo Bioy Casares,"Ruth L.C. Simms (Translator), Suzanne Jill Levine, Jorge Luis Borges",9781590170571,paperback,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
Craft: Stories I Wrote for the Devil,Ananda Lima,"",9781250292971,hardcover,to-read,2024/05/26,"","",0,"",,,,,,,,,"",,"",No
The Shortest History of the Soviet Union,Sheila Fitzpatrick,"",9780231556842,digital,to-read,2025/10/03,"","",0,"",,,,,,,,,"",,"",No
Starter Villain,John Scalzi,"",9780765389220,hardcover,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
On the Come Up,Angie Thomas,"",9783641234911,digital,read,2019/02/11,2019/05/06,2019/05/06,1,"",,,,,,,4.0,,"",,"",No
Gravity's Rainbow,Thomas Pynchon,Frank Miller (Illustrator),9780143039945,paperback,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
Doctor Faustus: The Life of the German Composer Adrian Leverkuhn as Told by a Friend,Thomas Mann,John E. Woods (Translator),9780375701160,paperback,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
El guardián invisible,Dolores Redondo,"",9788423346042,digital,to-read,2023/11/26,"","",0,"",,,,,,,,,"",,"",No
For Whom the Bell Tolls,Ernest Hemingway,"",9780684830483,hardcover,read,2015/10/07,"","",1,"",,,,,,,5.0,"This book is great throughout. But there's one chapter (and I won't spoil anything) that everybody that has read the book can point out as beautifully written and heart-wrenching while still being as economical with words as Hemingway is. The best part about this book is that it has the first female character that Hemingway does not under-write. It deals with such technique about its mature themes (war, death, suicide) that it's, at the same time, easy to read and emotionally appealing.<br><br>I really recommend this one.","",,"",No
The Final Empire,Brandon Sanderson,"",9780765311788,hardcover,read,2019/01/30,2019/03/26,2019/03/26,1,"",,,,,,,4.0,,"",,"",No
Sutton,J.R. Moehringer,"",9781401323141,hardcover,to-read,2025/11/12,"","",0,"",,,,,,,,,"",,"",No
We Have Always Lived in the Castle,Shirley Jackson,"Thomas Ott (Illustrator), Jonathan Lethem (Contributor)",9780143039976,paperback,read,2021/03/17,2021/07/19,2021/07/19,1,"",,,,,,,3.0,,"",,"",No
The Farthest Shore,Ursula K. Le Guin,"",9781416509646,paperback,read,2023/12/09,2024/01/07,2024/01/07,1,"",,,,,,,4.0,Encontré que este libro era callado y sútil de la mejor manera. Muy recomendado,"",,"",No
The Murder of Roger Ackroyd,Agatha Christie,"",9781579126278,hardcover,read,2017/06/09,2017/06/28,2017/06/28,1,"",,,,,,,5.0,,"",,"",No
The Litigators,John Grisham,"",9781444729702,hardcover,read,2024/05/18,2024/05/22,2024/05/22,1,"",,,,,,,3.0,Vacuous,"",,"",No
Open,Andre Agassi,"",9780307268198,hardcover,read,2025/08/30,2025/11/12,2025/11/08-2025/11/12,1,"dark, emotional, funny, informative, tense",fast,,,,,,5.0,"","","","",No
Ripley's Game,Patricia Highsmith,"",9780393332124,paperback,read,2017/12/17,2018/01/28,2018/01/28,1,"",,,,,,,2.0,,"",,"",No
"Nada, Nadie. Las Voces Del Temblor",Elena Poniatowska,"",9789684111738,,to-read,2016/06/20,"","",0,"",,,,,,,,,"",,"",No
Thinking Critically about the Kennedy Assassination: Debunking the Myths and Conspiracy Theories,Michel Jacques Gagné,"",9781032114477,,to-read,2024/03/14,"","",0,"",,,,,,,,,"",,"",No
All Our Wrong Todays,Elan Mastai,"",9781101985137,hardcover,to-read,2017/12/06,"","",0,"",,,,,,,,,"",,"",No
An Echo of Things to Come,James Islington,"",9780316274111,hardcover,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,"",9780060009427,paperback,read,2016/06/14,2016/07/14,2016/07/14,1,"",,,,,,,4.0,,"",,"",No
Robot Dreams,Isaac Asimov,Ralph McQuarrie,9780441011834,paperback,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
The Dutch House,Ann Patchett,"",9780062963673,hardcover,to-read,2019/11/27,"","",0,"",,,,,,,,,"",,"",No
"The Success Equation: Untangling Skill and Luck in Business, Sports, and Investing",Michael J. Mauboussin,"",9781422184233,hardcover,read,2017/06/16,2017/09/26,2017/09/26,1,"",,,,,,,4.0,,"",,"",No
Modern Romance,Aziz Ansari,Eric Klinenberg,9781594206276,hardcover,read,2016/05/27,2016/07/09,2016/07/09,1,"",,,,,,,4.0,,"",,"",No
The Tragedy of Julius Caesar,William Shakespeare,"",9781439196717,paperback,read,2020/05/31,2020/05/31,2020/05/31,1,"",,,,,,,4.0,,"",,"",No
The Gathering Storm,"Brandon Sanderson, Robert Jordan","",9780765302304,hardcover,read,2018/08/29,2018/10/10,2018/10/10,1,"",,,,,,,4.0,,"",,"",No
The Dogs of War,Frederick Forsyth,"",9780553268461,paperback,read,2025/07/09,2025/10/11,2025/10/04-2025/10/11,1,"dark, mysterious",medium,Plot,No,No,No,No,3.75,"","","","",No
The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson,Rod Bradbury,9781843913726,paperback,read,2016/12/08,2018/11/27,2018/11/27,1,"",,,,,,,4.0,,"",,"",No
How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"",9781473680333,paperback,read,2019/08/31,2019/10/05,2019/10/05,1,"",,,,,,,4.0,,"",,"",No
The Theory of Everything: The Origin and Fate of the Universe,Stephen Hawking,"",9780641587719,hardcover,to-read,2019/08/11,"","",0,"",,,,,,,,,"",,"",No
LaBrava,Elmore Leonard,"",9780060512231,paperback,read,2020/04/22,2020/05/27,2020/05/27,1,"",,,,,,,4.0,,"",,"",No
Death in Venice and Other Tales,Thomas Mann,Joachim Neugroschel (Translator),9780141181738,paperback,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
The Fire Next Time,James Baldwin,"",9780679744726,paperback,read,2019/12/20,2020/07/08,2020/07/08,1,"",,,,,,,5.0,,"",,"",No
Pretty Girls,Karin Slaughter,"",9780062429056,hardcover,read,2016/05/27,2016/08/17,2016/08/17,1,"",,,,,,,3.0,,"",,"",No
Ghosts,Dolly Alderton,"",9780241434543,hardcover,to-read,2021/08/27,"","",0,"",,,,,,,,,"",,"",No
Para comerte mejor,Giovanna Rivero,"",9788494949890,paperback,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
Out of Sight,Elmore Leonard,"",9780060084103,paperback,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
You Like It Darker,Stephen King,"",9781668037713,hardcover,currently-reading,2024/10/01,"","",0,"",,,,,,,,,"",,"",No
Sons and Lovers,"D.H. Lawrence, Geoff Dyer","",9780141197722,paperback,read,2015/10/08,2016/03/30,2016/03/30,1,"",,,,,,,4.0,,"",,"",No
Ethan Frome & Selected Stories (Barnes & Noble Classics Series),Edith Wharton,"",9781593080907,paperback,to-read,2019/08/08,"","",0,"",,,,,,,,,"",,"",No
What to Expect When You're Expecting,Heidi Murkoff,"Arlene Eisenberg, Sandee Hathaway",9780761121329,paperback,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
"Moby-Dick: Or, the Whale",Herman Melville,"Tom Quirk (Contributor), Andrew Delbanco (Contributor)",9780142437247,paperback,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Pirate King,R.A. Salvatore,"",9780786949649,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
Confieso que he vivido,Pablo Neruda,"",9788432242373,,read,2017/12/23,2018/01/28,2018/01/28,1,"",,,,,,,3.0,,"",,"",No
Exile,R.A. Salvatore,"",9780786939831,paperback,read,2021/02/09,2021/03/12,2021/03/12,1,"",,,,,,,,,"",,"",No
Un hombre de confianza,"Fabrizio Mejía Madrid, Fabrizio Mejía Madrid","",,,to-read,2025/08/26,"","",0,"",,,,,,,,,"",,"",No
The Ghost King,R.A. Salvatore,"",9780786952335,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
Dayswork,"Chris Bachelder, Jennifer Habel","",9781324065418,digital,to-read,2024/09/01,"","",0,"",,,,,,,,,"",,"",No
The Structure of Scientific Revolutions,Thomas S. Kuhn,"",9780226458083,paperback,to-read,2016/05/27,"","",0,"",,,,,,,,,"",,"",No
The Tempest,William Shakespeare,"","",digital,read,2020/04/18,2020/04/28,2020/04/28,1,"",,,,,,,3.0,,"",,"",No
The Fifth Kingdom,Bryce Kendrick,"",,,to-read,2024/04/19,"","",0,"",,,,,,,,,"",,"",No
Bossypants,Tina Fey,Tina Fey (Narrator),9781405509961,audio,read,2017/11/30,"","",1,"",,,,,,,5.0,,"",,"",No
Three Women,Lisa Taddeo,"",9781451642292,hardcover,read,2019/07/09,2019/10/05,2019/10/05,1,"",,,,,,,5.0,,"",,"",No
"The Conscious Parent: Transforming Ourselves, Empowering Our Children",Shefali Tsabary,"",9781897238455,paperback,to-read,2024/03/13,"","",0,"",,,,,,,,,"",,"",No
Death of a Salesman,Arthur Miller,"",9780435233075,hardcover,read,2016/06/11,2016/09/01,2016/09/01,1,"",,,,,,,5.0,Brilliant.,"",,"",No
The Ocean at the End of the Lane,Neil Gaiman,"",9780062255655,hardcover,read,2016/12/08,2016/12/16,2016/12/16,1,"",,,,,,,4.0,,"",,"",No
And the Mountains Echoed,Khaled Hosseini,"",9781594631764,hardcover,to-read,2017/11/30,"","",0,"",,,,,,,,,"",,"",No
"Wild Nights!: Stories About the Last Days of Poe, Dickinson, Twain, James, and Hemingway",Joyce Carol Oates,"",9780061434792,hardcover,read,2017/09/26,2017/09/26,2017/09/26,1,"",,,,,,,3.0,,"",,"",No
Miss Brill,Katherine Mansfield,Ursula Grawe,9783379017275,,to-read,2016/03/02,"","",0,"",,,,,,,,,"",,"",No
A Memory of Light,"Brandon Sanderson, Robert Jordan","",9780765325952,hardcover,read,2018/10/10,2018/10/10,2018/10/10,1,"",,,,,,,5.0,,"",,"",No
El Ingenioso Hidalgo Don Quijote de La Mancha,Miguel de Cervantes,"",9789681659004,,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
Como agua para chocolate,Laura Esquivel,"",9780385721233,paperback,read,2015/10/08,2016/12/02,2016/12/02,1,"",,,,,,,5.0,,"",,"",No
Remarkably Bright Creatures,Shelby Van Pelt,"",9780063204157,hardcover,currently-reading,2024/06/17,"","",0,"",,,,,,,,,"",,"",No
Doña Flor Y Sus DOS Maridos,Jorge Amado,"",9780307279552,paperback,read,2016/10/10,2016/11/28,2016/11/28,1,"",,,,,,,3.0,,"",,"",No
Bretonischer Stolz: Kommissar Dupins vierter Fall,Jean-Luc Bannalec,"",9783462048131,paperback,to-read,2019/02/01,"","",0,"",,,,,,,,,"",,"",No
The Levee,Michael McDowell,"",9780380822065,paperback,read,2024/04/14,2024/06/27,2024/06/27,1,"",,,,,,,4.0,,"",,"",No
Mansfield Park,Jane Austen,Juliet Stevenson (Narrator),9789629544515,audio,read,2020/05/16,2020/06/05,2020/06/05,1,"",,,,,,,2.0,,"",,"",No
The Death of Ivan Ilych,Leo Tolstoy,Ian Dreiblatt (Translator),9781933633541,paperback,read,2020/05/11,2024/08/07,2024/08/07,1,"",,,,,,,4.0,,"",,"",No
The Sign of Four,Arthur Conan Doyle,"","",digital,read,2018/01/31,2018/08/29,2018/08/29,1,"",,,,,,,5.0,,"",,"",No
The Million Dollar Bond Robbery - a Hercule Poirot Short Story,Agatha Christie,David Suchet,9781552046029,audio,read,2018/10/15,2018/10/15,2018/10/15,1,"",,,,,,,3.0,,"",,"",No
"I, Strahd: The Memoirs of a Vampire",P.N. Elrod,"",9780786901753,paperback,to-read,2025/07/14,"","",0,"",,,,,,,,,"",,"",No
The Perks of Being a Wallflower,Stephen Chbosky,Noah Galvin (Narrator),9781508251576,audio,read,2016/01/25,"","",1,"",,,,,,,4.0,,"",,"",No
Diary of a Madman and Other Stories,Nikolai Gogol,"",9780486452357,paperback,to-read,2025/01/17,"","",0,"",,,,,,,,,"",,"",No
Octopus: The Ocean's Intelligent Invertebrate,"Roland C. Anderson, Jennifer A. Mather, James B. Wood","",9781604690675,hardcover,to-read,2025/08/15,"","",0,"",,,,,,,,,"",,"",No
Blackouts,Justin Torres,"",9780374293574,hardcover,to-read,2023/11/18,"","",0,"",,,,,,,,,"",,"",No
The Client,John Grisham,"",9780385339087,paperback,read,2022/10/02,2022/10/02,2022/10/02,1,"",,,,,,,4.0,,"",,"",No
Ludwig II of Bavaria: The Swan King,Christopher McIntosh,"",9780760706480,hardcover,to-read,2024/07/24,"","",0,"",,,,,,,,,"",,"",No
The Death of Mrs. Westaway,Ruth Ware,"",9781501156212,hardcover,read,2021/02/28,2021/03/19,2021/03/19,1,"",,,,,,,3.0,,"",,"",No
The Gunslinger,Stephen King,"",9781501143519,paperback,read,2017/09/26,2017/10/19,2017/10/19,1,"",,,,,,,4.0,,"",,"",No
Final del juego,Julio Cortázar,"",9789500701792,paperback,to-read,2025/09/05,"","",0,"",,,,,,,,,"",,"",No
Death in Her Hands,Ottessa Moshfegh,"",9781984879356,hardcover,to-read,2020/05/20,"","",0,"",,,,,,,,,"",,"",No
The Man in the High Castle,Philip K. Dick,"",9780679740674,paperback,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
The Fourth Monkey,J.D. Barker,"",9780544968844,hardcover,read,2019/08/31,2019/09/11,2019/09/11,1,"",,,,,,,3.0,,"",,"",No
To Kill a Mockingbird,Harper Lee,"",9780060935467,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,,"",,"",No
Song of Myself,Walt Whitman,"",9781420927061,paperback,read,2015/10/08,"","",1,"",,,,,,,5.0,Transcendetal.,"",,"",No
Circe,Madeline Miller,"",9780316556347,hardcover,read,2021/02/19,2021/02/28,2021/02/28,1,"",,,,,,,5.0,,"",,"",No
Slaughterhouse-Five,Kurt Vonnegut,"",9780758779786,hardcover,read,2015/10/07,"","",1,"",,,,,,,3.0,,"",,"",No
Rain,Michael McDowell,"",9780380827923,paperback,read,2024/04/14,2024/10/25,2024/10/25,1,"",,,,,,,3.0,,"",,"",No
The Bright Sword,Lev Grossman,"",9780735224049,hardcover,read,2025/05/23,2025/07/28,2025/07/28,1,adventurous,medium,A mix,Yes,Yes,Yes,Yes,4.5,"","","","",No
The Fountains of Paradise,Arthur C. Clarke,"",9780446677943,paperback,to-read,2016/05/27,"","",0,"",,,,,,,,,"",,"",No
Great Circle,Maggie Shipstead,"",9780857526809,hardcover,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
The Count of Monte Cristo,Alexandre Dumas,Robin Buss (Translator),9780140449266,paperback,read,2015/10/07,2015/11/24,2015/11/24,1,"",,,,,,,4.0,"Great story and great characters, although it has some lulls to it.","",,"",No
Another Country,James Baldwin,Colm Tóibín (Contributor),9780141186375,paperback,to-read,2019/12/20,"","",0,"",,,,,,,,,"",,"",No
Jacob's Room,Virginia Woolf,"",9780393926323,paperback,read,2016/03/11,2016/03/15,2016/03/15,2,"",,,,,,,3.0,,"",,"",No
A Haunted House and Other Short Stories,Virginia Woolf,"",9780156028035,paperback,read,2016/01/25,2016/02/08,2016/02/08,1,"",,,,,,,4.0,,"",,"",No
Project Hail Mary,Andy Weir,"",9780593135204,hardcover,read,2021/07/18,2025/11/08,2025/11/03-2025/11/08,1,"adventurous, informative",medium,Plot,No,Yes,No,No,5.0,"","","","",No
Boys Will Be Boys: The Glory Days and Party Nights of the Dallas Cowboys Dynasty,Jeff Pearlman,"",9780061256806,hardcover,read,2020/01/13,2020/01/14,2020/01/14,1,"",,,,,,,3.0,,"",,"",No
No Exit,Taylor Adams,"",9780062875679,digital,to-read,2019/08/26,"","",0,"",,,,,,,,,"",,"",No
La paciente silenciosa,Alex Michaelides,"","",digital,to-read,2023/12/02,"","",0,"",,,,,,,,,"",,"",No
Nobody Knows My Name: More Notes Of A Native Son,James Baldwin,"",9780679744733,paperback,to-read,2019/12/20,"","",0,"",,,,,,,,,"",,"",No
The Road,Cormac McCarthy,"",9780307265432,hardcover,to-read,2016/06/11,"","",0,"",,,,,,,,,"",,"",No
Murder on the Orient Express,Agatha Christie,"",9780425200452,paperback,read,2017/01/31,2017/02/16,2017/02/16,1,"",,,,,,,4.0,,"",,"",No
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,Malcolm Gladwell,9780345511768,hardcover,read,2017/05/10,2017/05/18,2017/05/18,1,"",,,,,,,4.0,,"",,"",No
At Bertam's Hotel,Agatha Christie,"",9780008255855,paperback,read,2019/01/30,2019/03/03,2019/03/03,1,"",,,,,,,4.0,,"",,"",No
The Lord of the Rings,J.R.R. Tolkien,"",9780618640157,paperback,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
