Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Murder at the Vicarage,Agatha Christie,"",9781579126254,hardcover,read,2016/05/27,2016/06/18,2016/06/18,2,"",,,,,,,5.0,,"",,"",No
The Picture of Dorian Gray,Oscar Wilde,"",1566196345,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
The Spine of the World,R.A. Salvatore,"",9780786914043,paperback,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook","Julia Child, Simone Beck, Louisette Bertholle","",9780375413407,hardcover,to-read,2023/10/19,"","",0,"",,,,,,,,,"",,"",No
Second Foundation,Isaac Asimov,"",9780553803730,hardcover,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Carrie,Stephen King,"",9781416524304,paperback,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
Between the Acts,Virginia Woolf,"",9780156118705,paperback,read,2016/03/15,2016/03/26,2016/03/26,1,"",,,,,,,4.0,,"",,"",No
Sleeping Murder,Agatha Christie,"",9780002317856,hardcover,read,2019/04/01,2019/04/16,2019/04/16,1,"",,,,,,,4.0,,"",,"",No
Stay Sexy & Don't Get Murdered: The Definitive How-To Guide,"Georgia Hardstark, Karen Kilgariff","",9781250178954,hardcover,to-read,2019/05/06,"","",0,"",,,,,,,,,"",,"",No
The Robots of Dawn,Isaac Asimov,"",9780553299496,paperback,read,2015/10/08,2020/04/26,2020/04/26,2,"",,,,,,,4.0,,"",,"",No
The Gods Themselves,Isaac Asimov,"",9781857989342,paperback,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
Resurrection,Leo Tolstoy,"",9780735102866,hardcover,to-read,2020/05/11,"","",0,"",,,,,,,,,"",,"",No
Los misterios de la Jungla Negra: Versión íntegra y anotada,Emilio Salgari,Fulvio García Gutiérrez,9781987886320,digital,read,2016/01/25,2016/01/30,2016/01/30,1,"",,,,,,,3.0,Empieza muy bien y acaba bastante rápido y raro. No lo recomendaría si no eres fan de Salgari,"",,"",No
All My Friends Are Going to Be Strangers,Larry McMurtry,Raymond L. Neinstein,9780684853826,paperback,currently-reading,2021/07/14,"","",0,"",,,,,,,,,"",,"",No
A Clockwork Orange,Anthony Burgess,"",9780434098002,hardcover,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
The Mousetrap,Agatha Christie,"",9780573619236,paperback,read,2020/08/20,2020/08/27,2020/08/27,1,"",,,,,,,5.0,,"",,"",No
HOW TO PUNCH KIDS IN BATHROOMS,John Edward Marszalkowski,"",,,to-read,2019/08/21,"","",0,"",,,,,,,,,"",,"",No
Starting Strength: Basic Barbell Training,Mark Rippetoe,Lon Kilgore,9780976805427,paperback,read,2021/07/14,2021/08/15,2021/08/15,1,"",,,,,,,3.0,,"",,"",No
Tender Is the Night,F. Scott Fitzgerald,"",9781847492593,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
The Shadow Rising,Robert Jordan,"",9780812513738,paperback,read,2018/08/29,2018/01/01,2018/01/01,1,"",,,,,,,3.0,,"",,"",No
One Word Kill,Mark Lawrence,"",9781542042833,hardcover,to-read,2019/11/06,"","",0,"",,,,,,,,,"",,"",No
Phenomenal Woman: Four Poems Celebrating Women,Maya Angelou,"",9780679439240,hardcover,read,2015/10/07,"","",1,"",,,,,,,5.0,Phenomenal (get it ;D),"",,"",No
The Winter King,Bernard Cornwell,"",9780312156961,paperback,read,2019/08/31,2020/02/20,2020/02/20,1,"",,,,,,,3.0,,"",,"",No
Foundation and Earth,Isaac Asimov,"",9780553587579,paperback,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
The Adventure of the Engineer's Thumb and Other Cases,Arthur Conan Doyle,"",9780141395500,paperback,read,2018/10/29,2018/10/29,2018/10/29,1,"",,,,,,,4.0,,"",,"",No
The Old Man and the Sea,Ernest Hemingway,"",9780684830490,hardcover,read,2015/10/07,"","",1,"",,,,,,,5.0,"If you check out my other reviews you'll see how  much I love Hemingway, and I have this book to thank for it. It's so good I read it like 3 times in one week, I kept saying ""I'm gonna stop now so I could enjoy it over the week"" but I couldn't put it down. And it is so short that even if you are not reading a lot every day, you'll finish it in no time. <br><br>His style fits the narrative in such a way that I don't believe I had ever seen. The way in which he paints the picture that is Santiago's journey is so brilliant you could read this book just for that. But by the end you have such deep connection with Santiago that every little plot twist has emotional payoff.","",,"",No
"Flow My Tears, the Policeman Said",Philip K. Dick,Chris Moore,9781857983418,paperback,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
Impossible: The Case Against Lee Harvey Oswald (Volume One),Barry Krusch,"",9780962098147,paperback,to-read,2024/03/14,"","",0,"",,,,,,,,,"",,"",No
The Truth about Magic: Poems,Atticus,"",9781250232793,hardcover,to-read,2019/11/06,"","",0,"",,,,,,,,,"",,"",No
The Moving Finger,Agatha Christie,"",9780007120840,paperback,read,2018/10/30,2018/10/30,2018/10/30,1,"",,,,,,,5.0,,"",,"",No
The Revolt of the Black Athlete,Harry Edwards,"",9780252041075,hardcover,to-read,2019/02/18,"","",0,"",,,,,,,,,"",,"",No
"The Wager: A Tale of Shipwreck, Mutiny, and Murder",David Grann,"",9780385534260,hardcover,to-read,2023/08/08,"","",0,"",,,,,,,,,"",,"",No
When We Were Vikings,Andrew David MacDonald,"",9781982143268,paperback,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
The Whisper Man,Alex North,"",9781250317995,hardcover,read,2019/08/27,2019/09/02,2019/09/02,1,"",,,,,,,4.0,,"",,"",No
Love,Toni Morrison,"",9781400078479,paperback,to-read,2019/02/08,"","",0,"",,,,,,,,,"",,"",No
Hit Men: Power Brokers and Fast Money Inside the Music Business,Fredric Dannen,"",9780679730613,paperback,to-read,2019/07/29,"","",0,"",,,,,,,,,"",,"",No
The War,Michael McDowell,"",9780380827763,paperback,read,2024/04/14,2024/08/16,2024/08/16,1,"",,,,,,,5.0,,"",,"",No
Luckiest Girl Alive,Jessica Knoll,"",9781476789637,hardcover,read,2016/05/27,2016/06/24,2016/06/24,1,"",,,,,,,3.0,,"",,"",No
Gulliver's Travels,Jonathan Swift,"",9780141439495,paperback,read,2015/10/08,"","",1,"",,,,,,,3.0,Not as fun as you'd expect.,"",,"",No
Manhunt: The Twelve-Day Chase for Lincoln's Killer,James L. Swanson,"",9780060518509,paperback,read,2024/03/15,2025/09/04,2025/08/07-2025/09/04,1,"informative, tense",medium,,,,,,4.25,"","","","",No
The Power of Art,Simon Schama,"",9780061176104,hardcover,to-read,2016/07/14,"","",0,"",,,,,,,,,"",,"",No
To Sleep in a Sea of Stars,Christopher Paolini,"",9781250762849,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
Dona Flor and Her Two Husbands,Jorge Amado,"",9780307276643,paperback,to-read,2016/05/27,"","",0,"",,,,,,,,,"",,"",No
The Secret Garden,Frances Hodgson Burnett,"",9780517189603,hardcover,read,2015/10/07,2016/03/01,2016/03/01,1,"",,,,,,,5.0,,"",,"",No
Blindness,José Saramago,"Giovanni Pontiero (Translator), Jonathan Davis (Narrator)",9780792755005,audio,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
"Los tres mosqueteros, 1",Alexandre Dumas,"",,,read,2017/01/31,2017/05/08,2017/05/08,1,"",,,,,,,4.0,"Fun, sprinkled with fun with fun on the side. Pretty long tho.","",,"",No
Jason and the Argonauts,Neil Smith,Jose Daniel Cabrera Pena (Illustrator),9781780967226,paperback,read,2018/10/30,2018/11/16,2018/11/16,1,"",,,,,,,5.0,,"",,"",No
The Silmarillion,J.R.R. Tolkien,Christopher Tolkien (Contributor),9780618391110,hardcover,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
The Maltese Falcon,Dashiell Hammett,"",9780679722649,paperback,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,Wendy MacNaughton (Illustrator),9781476753836,hardcover,read,2023/11/16,2024/02/10,2024/02/10,1,"",,,,,,,4.0,Excellent book about home cooking. It has already helped me a tonne. I can't wait to try some of the recipes,"",,"",No
The Priory of the Orange Tree,Samantha Shannon,"",9781408883457,digital,read,2021/02/09,2021/06/15,2021/06/15,2,"",,,,,,,5.0,5 stars once again. The best fantasy book since LOTR no doubt,"",,"",No
Showtime,Jeff Pearlman,"",9781592407552,paperback,read,2019/12/20,2020/01/14,2020/01/14,1,"",,,,,,,4.0,,"",,"",No
The Twits,Roald Dahl,Quentin Blake (Illustrator),9780141318301,paperback,read,2016/02/22,2016/04/07,2016/04/07,1,"",,,,,,,4.0,,"",,"",No
La memoria de Shakespeare,Jorge Luis Borges,"",9788420633343,paperback,read,2024/07/31,2024/08/03,2024/08/03,1,"",,,,,,,4.0,,"",,"",No
Long Day's Journey Into Night,Eugene O'Neill,"",9780300093056,paperback,read,2019/01/22,2019/02/08,2019/02/08,1,"",,,,,,,4.0,,"",,"",No
Brass,Xhenet Aliu,"",9780399590245,hardcover,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
The Ocean at the End of the Lane,Neil Gaiman,"",9780062255662,paperback,read,2024/09/01,2024/09/13,2024/09/13,1,"",,,,,,,5.0,,"",,"",No
The Long Walk,"Stephen King, Richard Bachman","",9780451196712,paperback,to-read,2025/07/01,"","",0,"",,,,,,,,,"",,"",No
Expecting Better: Why the Conventional Pregnancy Wisdom is Wrong - and What You Really Need to Know,Emily Oster,"",9781594204753,hardcover,read,2023/08/15,2023/09/27,2023/09/27,1,"",,,,,,,5.0,,"",,"",No
Part of Your World,Abby Jimenez,"",9781538704370,paperback,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
Midnight at the Bright Ideas Bookstore,Matthew Sullivan,"",9781501116841,hardcover,read,2017/12/06,2019/01/12,2019/01/12,1,"",,,,,,,4.0,,"",,"",No
The Body,Stephen King,Robin Waterfield,9780582418172,paperback,read,2019/12/14,2019/12/19,2019/12/19,1,"",,,,,,,4.0,,"",,"",No
Confessions of a Forty-Something F**k Up,Alexandra Potter,"",9781529022810,digital,to-read,2023/08/05,"","",0,"",,,,,,,,,"",,"",No
El Beso de la Mujer Araña,Manuel Puig,"",9780679755456,paperback,to-read,2019/10/05,"","",0,"",,,,,,,,,"",,"",No
The Bone Forest,Robert Holdstock,"",9780380767816,paperback,to-read,2021/07/14,"","",0,"",,,,,,,,,"",,"",No
الفردوس على الناصية الأخرى,Mario Vargas Llosa,صالح علماني (Translator),9789922221388,paperback,read,2016/05/27,2016/06/15,2016/06/15,1,"",,,,,,,4.0,,"",,"",No
Breakfast at Tiffany's and Three Stories,Truman Capote,"",B007OLYQ4E,digital,read,2015/10/07,"","",1,"",,,,,,,4.0,It was simple and fun for me not to dwell on its lacks. I fell like this story has been done better by other authors and really wanted Capote's take on it.,"",,"",No
The Adventure of the Cheap Flat - a Hercule Poirot Short Story,Agatha Christie,"",9780062298102,digital,read,2018/10/15,2018/10/15,2018/10/15,1,"",,,,,,,5.0,,"",,"",No
L'ultimo quaderno,José Saramago,"",,,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Just Give Me a Cool Drink of Water 'fore I Diiie,Maya Angelou,"",9780679455776,audio,read,2015/10/17,"","",1,"",,,,,,,5.0,,"",,"",No
Nine Stories,J.D. Salinger,"",9780316767729,paperback,read,2016/05/27,2016/06/26,2016/06/26,1,"",,,,,,,4.0,,"",,"",No
Lincoln in the Bardo,George Saunders,"",9780812995343,hardcover,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
I Wish You All the Best,Mason Deaver,"",9781338608359,paperback,read,2019/07/08,2019/08/31,2019/08/31,1,"",,,,,,,4.0,,"",,"",No
Coraline,Neil Gaiman,"",9780061139376,paperback,read,2016/11/08,2016/11/14,2016/11/14,1,"",,,,,,,5.0,,"",,"",No
Caim,José Saramago,"",9789722120760,paperback,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
Around the World in Eighty Days,Jules Verne,Michael Glencross (Translator),9780140449068,paperback,read,2015/10/08,2015/11/02,2015/11/02,1,"",,,,,,,4.0,Amazing as usual. If you can give it to anybody under 12 years you're changing someone's life.,"",,"",No
The Adventures of Tom Sawyer,Mark Twain,"",9780143039563,paperback,read,2015/10/07,"","",1,"",,,,,,,3.0,,"",,"",No
Books Burn Badly,Manuel Rivas,Jonathan Dunne,9781846551468,hardcover,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
Persuasion,Jane Austen,"James Kinsley, Deidre Shauna Lynch (Contributor)",9780192802637,paperback,read,2016/02/21,2016/03/03,2016/03/03,1,"",,,,,,,3.0,Not as fun as the other Austen books. Still worth a read if you're a hopeless romantic,"",,"",No
In Evil Hour,Gabriel García Márquez,"",9780060919641,paperback,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
The Island of Dr. Moreau,H.G. Wells,"",9780553214321,paperback,read,2024/02/16,2024/10/01,2024/10/01,1,"",,,,,,,4.0,,"",,"",No
Passage to Dawn,R.A. Salvatore,"",9780786907502,paperback,read,2021/02/09,2021/08/13,2021/08/13,1,"",,,,,,,3.0,,"",,"",No
The Lost Steps,Alejo Carpentier,"",9780816638079,paperback,to-read,2018/08/29,"","",0,"",,,,,,,,,"",,"",No
The Mambo Kings Play Songs of Love,Oscar Hijuelos,"",9780140143911,paperback,to-read,2016/07/14,"","",0,"",,,,,,,,,"",,"",No
What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"",9780525537113,hardcover,read,2023/11/01,2023/12/04,2023/12/04,1,"",,,,,,,5.0,Not as good as the first one. Still great,"",,"",No
Stick,Elmore Leonard,"",9780877954361,hardcover,read,2019/07/21,2019/10/05,2019/10/05,1,"",,,,,,,4.0,,"",,"",No
The No-Show,Beth O'Leary,"",9780593438442,paperback,to-read,2024/03/15,"","",0,"",,,,,,,,,"",,"",No
Love Her or Lose Her,Tessa Bailey,"",9780062872869,digital,to-read,2019/09/01,"","",0,"",,,,,,,,,"",,"",No
The Green Mile,Stephen King,"",9780451933027,paperback,read,2015/10/17,"","",1,"",,,,,,,4.0,,"",,"",No
Vanity Fair,William Makepeace Thackeray,"",9780141439839,paperback,to-read,2016/06/11,"","",0,"",,,,,,,,,"",,"",No
"LIBRO DE LOS ABRAZOS, EL","Eduardo Galeano, Eduardo Galeano","",9788432320767,,to-read,2025/09/05,"","",0,"",,,,,,,,,"",,"",No
A Tree Grows in Brooklyn,Betty Smith,"",9780061120077,paperback,read,2015/10/08,2016/04/15,2016/04/15,1,"",,,,,,,5.0,,"",,"",No
The Bell Jar,Sylvia Plath,"",9780571268863,paperback,read,2016/06/14,2018/12/04,2018/12/04,1,"",,,,,,,4.0,,"",,"",No
The Bee: A Natural History,Noah Wilson-Rich,"Kelly Allin, Norman Carreck, Andrea Quigley",9780691161358,hardcover,read,2024/06/24,"","",2,"",,,,,,,3.0,,"",,"",No
El Informe de Brodie,Jorge Luis Borges,"",9788423338726,hardcover,read,2024/06/04,2024/07/01,2024/07/01,1,"",,,,,,,5.0,,"",,"",No
Misery,Stephen King,"",9780450417399,paperback,read,2019/12/20,2019/12/22,2019/12/22,1,"",,,,,,,4.0,,"",,"",No
The Prophet,Kahlil Gibran,"",9780001000391,paperback,read,2024/02/06,2024/04/01,2024/04/01,1,"",,,,,,,5.0,"I heard about this book from the Mr. and Mrs. Smith show on Amazon Prime, where it serves as a significant plot point. <br><br>I adored this book and I saved several quotes for posterity. My biggest overarching thought about this book is a sense of connectedness with humanity. It's crazy to me that one could live in such different eras can converge on what life is truly all about. More specifically, I will have this book in mind when people say ""it was a different time"" to explain away the wrongdoings of the people who came before it. Well, there were at least some people (such as the author here) who had compassion, empathy, and mindfulness figured out 100 years ago","",,"",No
The Legacy,R.A. Salvatore,"",9780786939848,hardcover,read,2021/02/09,2021/07/14,2021/07/14,1,"",,,,,,,4.0,,"",,"",No
Los recuerdos del porvenir,Elena Garro,"",9789682705670,paperback,to-read,2017/05/24,"","",0,"",,,,,,,,,"",,"",No
And Then There Were None,Agatha Christie,"François Rivière, Frank Leclercq (Illustrator)",9782848102672,hardcover,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
Moving on,Larry McMurtry,"",9781631493492,paperback,to-read,2024/08/28,"","",0,"",,,,,,,,,"",,"",No
Great Books for Every Book Lover: 2002 Great Reading Suggestions for the Discriminating Bibliophile,Thomas J. Craughwell,"",,,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
Gauntlgrym,R.A. Salvatore,"",9780786955008,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"",9780451528957,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
Mexican Gothic,Silvia Moreno-Garcia,"",9780525620785,hardcover,read,2020/05/20,2024/03/25,2024/03/25,1,"",,,,,,,4.0,"The first book I read from the author was Gods of Jade and Shadow, which I loved. Although I enjoyed many things (the setting, the vibe, the pacing), I felt it could have had a more consistent thematic backbone and a slower (or better) twist. These two things knocked it down from the kind of book I strongly recommend for anyone (like Gods of Jade and Shadow) to a book I'd recommend only to fans of the genre.","",,"",No
The Crucible,Arthur Miller,Christopher Bigsby (Contributor),9780142437339,paperback,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
Home Before Dark,Riley Sager,"",9781524745172,hardcover,read,2021/02/09,2024/06/24,2024/06/24,1,"",,,,,,,4.0,,"",,"",No
The Hunting Party,Lucy Foley,"",9780008297121,paperback,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
Frank: The Voice,James Kaplan,"",9780385518048,hardcover,to-read,2024/04/20,"","",0,"",,,,,,,,,"",,"",No
Inheritance,Christopher Paolini,"",9780375856112,hardcover,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
On the Road,Jack Kerouac,"",9780140042597,paperback,read,2015/10/08,"","",1,"",,,,,,,5.0,,"",,"",No
The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,"Tina Payne Bryson, Daniel J. Siegel","",9780553807912,hardcover,read,2024/02/27,2024/04/18,2024/04/18,1,"",,,,,,,5.0,,"",,"",No
The Voyage Out,Virginia Woolf,"",9780156028059,paperback,read,2020/03/23,2020/04/27,2020/04/27,1,"",,,,,,,4.0,,"",,"",No
A Wizard of Earthsea,Ursula K. Le Guin,"",9780553234619,paperback,read,2023/10/18,2023/11/09,2023/11/09,1,"",,,,,,,5.0,,"",,"",No
The Firm,John Grisham,"",9780440211457,paperback,read,2019/08/15,2019/08/21,2019/08/21,1,"",,,,,,,5.0,,"",,"",No
"My Sister, the Serial Killer",Oyinkan Braithwaite,"",9780385544238,hardcover,to-read,2019/11/06,"","",0,"",,,,,,,,,"",,"",No
Patria,Fernando Aramburu,"",9788490663271,digital,read,2018/12/19,2018/12/26,2018/12/26,1,"",,,,,,,3.0,,"",,"",No
"The Lion, the Witch and the Wardrobe","Glyn Robbins, C.S. Lewis","",9780573050817,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,,"",,"",No
The Negotiator,Frederick Forsyth,"",9780553283938,digital,to-read,2025/07/09,"","",0,"",,,,,,,,,"",,"",No
Cosmos,Carl Sagan,"",9780375508325,paperback,read,2015/10/08,2016/01/10,2016/01/10,1,"",,,,,,,5.0,Quite amazing.,"",,"",No
Harry Potter and the Goblet of Fire,J.K. Rowling,Mary GrandPré (Illustrator),9780439139595,hardcover,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Lily and the Octopus,Steven Rowley,"",9781501126222,hardcover,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
The Gifted School,Bruce Holsinger,"",9780525534969,hardcover,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
Cien años de soledad,Gabriel García Márquez,"",9788420471839,hardcover,read,2018/08/29,2025/11/09,"2025/08/07-2025/11/09, 2018/10/31",2,"",,,,,,,5.0,,"",,"",No
East of Eden,John Steinbeck,"",9780142000656,paperback,to-read,2025/05/26,"","",0,"",,,,,,,,,"",,"",No
the princess saves herself in this one,Amanda Lovelace,"",9781532913686,paperback,to-read,2019/12/07,"","",0,"",,,,,,,,,"",,"",No
All the Light We Cannot See,Anthony Doerr,"",9781476746586,hardcover,to-read,2016/01/25,"","",0,"",,,,,,,,,"",,"",No
The Ladies of Grace Adieu and Other Stories,Susanna Clarke,Charles Vess (Illustrator),9781596912519,hardcover,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
Call It What You Want,Brigid Kemmerer,"",B07Q84BG59,digital,to-read,2019/08/31,"","",0,"",,,,,,,,,"",,"",No
The Two Swords,R.A. Salvatore,"",9780786937905,paperback,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Taming of the Shrew,William Shakespeare,"",9780743477574,paperback,read,2020/01/28,2020/02/20,2020/02/20,1,"",,,,,,,3.0,,"",,"",No
A Caribbean Mystery,Agatha Christie,"",9780451199928,paperback,read,2019/01/21,2019/01/28,2019/01/28,1,"",,,,,,,5.0,,"",,"",No
Flash Fire,TJ Klune,"",9781250203687,hardcover,to-read,2021/07/18,"","",0,"",,,,,,,,,"",,"",No
Narconomics: How to Run a Drug Cartel,Tom Wainwright,"",9781610395830,hardcover,read,2016/10/05,2016/11/02,2016/11/02,1,"",,,,,,,5.0,,"",,"",No
Ficciones,Jorge Luis Borges,"Anthony Bonner (Translator), Anthony Kerrigan (Translator)",9780802130303,paperback,read,2024/01/25,2024/02/17,2024/02/17,1,"",,,,,,,5.0,,"",,"",No
Rogue Lawyer,John Grisham,"",9780385539432,hardcover,read,2024/06/15,2024/06/15,2024/06/15,1,"",,,,,,,2.0,Why do I keep reading this trash?,"",,"",No
Del tiempo y sus demonios,"Diego Armando Arciniegas Malagón, Diego Armando Arciniegas Malagón","",,,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
Passion on Park Avenue,Lauren Layne,"",9781501191572,paperback,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
Loving Someone with OCD: Help for You & Your Family,"Karen J. Landsman, Kathleen M. Parrish, Cherlene Pedrick","",9781572243293,paperback,read,2019/08/22,2019/10/01,2019/10/01,1,"",,,,,,,4.0,,"",,"",No
The Truth Behind The Irish Famine,Jerry Mulvihill,"",9780957434745,paperback,to-read,2024/11/24,"","",0,"",,,,,,,,,"",,"",No
¿Quién Mató a Palomino Molero?,Mario Vargas Llosa,"",9788490625668,paperback,read,2019/12/20,2020/01/28,2020/01/28,1,"",,,,,,,4.0,,"",,"",No
Bruges-La-Morte,Georges Rodenbach,Will Stone,9781903517239,paperback,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",No
Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,Anthony Bourdain,"",9780061998065,digital,to-read,2024/01/11,"","",0,"",,,,,,,,,"",,"",No
The Tombs of Atuan,Ursula K. Le Guin,"",9780689845369,paperback,read,2023/11/09,2023/12/09,2023/12/09,1,"",,,,,,,5.0,Really recommend finding the afterword if your version doesn't have it,"",,"",No
While the Light Lasts,Agatha Christie,Tony Medawar,9780007154852,paperback,read,2023/11/12,2023/11/22,2023/11/22,1,"",,,,,,,5.0,,"",,"",No
The Frozen Deep,Wilkie Collins,"",9781843910947,paperback,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
And Then There Were None,Agatha Christie,"",9780312330873,paperback,read,2016/06/24,2016/06/26,2016/06/26,1,"",,,,,,,5.0,,"",,"",No
American Gods,Neil Gaiman,Dave McKean (Illustrator),"",hardcover,read,2016/11/02,2016/11/08,2016/11/08,1,"",,,,,,,4.0,,"",,"",No
The Magician's Nephew,C.S. Lewis,"",9780060764906,paperback,read,2015/10/07,"","",1,"",,,,,,,3.0,,"",,"",No
The Night Before,Wendy Walker,"",9781250198679,hardcover,to-read,2019/05/06,"","",0,"",,,,,,,,,"",,"",No
Royal Assassin,Robin Hobb,"",9780007562268,paperback,currently-reading,2025/11/01,"","",0,"",,,,,,,,,"",,"",No
Maximum Bob,Elmore Leonard,"",9780060084080,paperback,read,2025/02/04,2025/07/23,2025/07/23,1,"dark, funny",medium,Plot,No,No,Yes,No,3.5,"","","","",No
Your House Will Pay,Steph Cha,"",9780062868855,hardcover,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,"Jeffrey Robbins, Freeman Dyson, Richard P. Feynman","",,,read,2015/10/17,"","",1,"",,,,,,,3.0,,"",,"",No
"In a Dark, Dark Wood",Ruth Ware,"",9781501112331,paperback,read,2019/08/08,2019/08/21,2019/08/21,1,"",,,,,,,4.0,,"",,"",No
The Fellowship of the Ring ,J.R.R. Tolkien,"",9780618346257,paperback,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Happy Endings,Thien-Kim Lam,"",9780063040847,paperback,to-read,2021/08/27,"","",0,"",,,,,,,,,"",,"",No
The Adventure of the Crooked Man,Arthur Conan Doyle,Sidney Paget (Illustrator),9781717581518,paperback,read,2018/11/27,2018/12/19,2018/12/19,1,"",,,,,,,4.0,,"",,"",No
The Currents of Space,Isaac Asimov,"",9780553293418,paperback,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
How to Raise Kids Who Aren't Assholes,"Melinda Wenner Moyer, Melinda Wenner Moyer","",,,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
Othello,William Shakespeare,"",9780812969153,paperback,read,2020/05/31,2020/06/07,2020/06/07,1,"",,,,,,,5.0,,"",,"",No
Sea of Swords,R.A. Salvatore,"",9780786927722,paperback,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
A Clash of Kings,George R.R. Martin,"",9780553108033,hardcover,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
The Turn of the Key,Ruth Ware,"",9781501188770,hardcover,read,2021/02/28,2021/03/16,2021/03/16,1,"",,,,,,,3.0,,"",,"",No
Harrow the Ninth,Tamsyn Muir,"",9781250313225,hardcover,read,2020/07/30,2021/01/22,2021/01/22,1,"",,,,,,,4.0,,"",,"",No
Magic for Liars,Sarah Gailey,"",9781250174628,paperback,read,2019/11/06,2020/03/29,2020/03/29,1,"",,,,,,,4.0,,"",,"",No
Sense and Sensibility,Jane Austen,"Ros Ballaster (Contributor), Tony Tanner (Contributor)",9780141439662,paperback,read,2015/10/17,2020/04/20,2020/04/20,1,"",,,,,,,3.0,,"",,"",No
Sonny's Blues,James Baldwin,"",9783125765009,paperback,to-read,2019/12/20,"","",0,"",,,,,,,,,"",,"",No
Across the River and Into the Trees,Ernest Hemingway,"",9780684844640,hardcover,read,2016/03/02,2016/03/11,2016/03/11,1,"",,,,,,,3.0,,"",,"",No
"Round the Moon by Jules Verne, Fiction, Fantasy & Magic",Jules Verne,"",9781598183047,paperback,read,2015/10/08,2016/03/30,2016/03/30,1,"",,,,,,,3.0,,"",,"",No
The Spear Cuts Through Water,Simon Jimenez,"",9780593156599,hardcover,did-not-finish,2025/08/16,"","",0,"",,,,,,,,<div>Couldn't get past the general dreamlike tone</div>,"","","",No
Swing Time,Zadie Smith,"",9780241144152,hardcover,read,2018/01/31,2018/11/28,2018/11/28,1,"",,,,,,,4.0,,"",,"",No
